MCC Medicine Reg. No.	Applicants MCC Licence No	Applicant Name	Nappi Code	ATC 4	Medicine Schedule	Medicine Proprietary Name	Active Ingredients	Strength	Pack Size	Quantity	Manufacturer Price	Logistics Fee	VAT	SEP	Unit Price	Effective Date	Originator or Generic
37270666	0000000183	Reckitt Benckiser Pharmaceuticals (Pty) Ltd	706306001	M01AE	S2	Nurofen Plus	Ibuprofen	200 mg TAB	24	1	48.58	6.37	8.24	63.2	2.63	2018-04-01	Originator
35160015	0000000183	Reckitt Benckiser Pharmaceuticals (Pty) Ltd	711738001	M02AA	S1	STREPSILS INTENSIVE	Flurbiprofen	8.75 mg LOZ	12	1	26.87	3.52	4.56	34.95	2.91	2018-04-01	Originator
35270077	0000000183	Reckitt Benckiser Pharmaceuticals (Pty) Ltd	711948001	M01AE	S2	NUROFEN CAPLETS	Ibuprofen	200 mg CAP	12	1	11.8	1.55	2	15.35	1.28		Originator
A40270092	0000000183	Reckitt Benckiser Pharmaceuticals (Pty) Ltd	712683001	M01AE	S2	Nurofen for children Strawberry	Ibuprofen	100 mg/5ml SUS	100	1	42.08	5.51	7.14	54.74	0.55	2018-04-01	Originator
321310335	0000000183	Reckitt Benckiser Pharmaceuticals (Pty) Ltd	728470005	A02BX	S4	Infant Gaviscon Aluminium Free	Sodium Alginate	225 mg POW	30	1	182.09	23.85	30.89	236.83	7.89		Originator
321310335	0000000183	Reckitt Benckiser Pharmaceuticals (Pty) Ltd	728470005	A02BX	S4	Infant Gaviscon Aluminium Free	Magnesium Alginate										
S27123	0000000183	Reckitt Benckiser Pharmaceuticals (Pty) Ltd	748560009	M01AE	S1	Nurofen	Ibuprofen	200 mg TAB	12	1	16.54	2.17	2.81	21.51	1.79	2018-04-01	Originator
S27123	0000000183	Reckitt Benckiser Pharmaceuticals (Pty) Ltd	748560017	M01AE	S1	Nurofen	Ibuprofen	200 mg TAB	24	1	33.07	4.33	5.61	43.01	1.79		Originator
T54195	0000000183	Reckitt Benckiser Pharmaceuticals (Pty) Ltd	781282004	N04BD	S4	ELDEPRYL 	Selegiline Hydrochloride	5 mg TAB	30	1	341.84	44.78	57.99	444.62	14.82	2018-04-01	Originator
28310268	0000000183	Reckitt Benckiser Pharmaceuticals (Pty) Ltd	810487004	M02AA	S1	Transact 	Flurbiprofen	40 mg PAD	10	1	156.49	20.5	26.55	203.53	20.35		Originator
28310268	0000000183	Reckitt Benckiser Pharmaceuticals (Pty) Ltd	810487012	M02AA	S1	Transact 	Flurbiprofen	40 mg PAD	5	1	78.24	10.25	13.27	101.77	20.35	2018-04-01	Originator
281640647	0000000183	Reckitt Benckiser Pharmaceuticals (Pty) Ltd	820814008	R02AD	S1	Strepsils Numbing (was Plus) 	Dichlorobenzyl Alcohol	1.2 mg LOZ	16	1	24.61	3.22	4.17	32.01	2	2018-04-01	Originator
Z58256	0000000183	Reckitt Benckiser Pharmaceuticals (Pty) Ltd	826847048	R01BA	S2	Nurofen cold and flu 	Ibuprofen	200 mg TAB	24	1	47.96	6.28	8.14	62.37	2.6		Originator
31280071	0000000183	Reckitt Benckiser Pharmaceuticals (Pty) Ltd	847283003	B01AC	S2	Disprin Cardiocare 	Aspirin	100 mg DSP	30	1	30.93	4.05	5.25	40.22	1.34	2018-04-01	Generic
31280071	0000000183	Reckitt Benckiser Pharmaceuticals (Pty) Ltd	847283004	B01AC	S2	Disprin Cardiocare 	Aspirin	100 mg DSP	60	1	61.85	8.1	10.49	80.45	1.34		Generic
W27142	0000000183	Reckitt Benckiser Pharmaceuticals (Pty) Ltd	897984006	M01AE	S1	Nurofen Period Pain	Ibuprofen 	400 mg TAB	12	1	23.97	3.14	4.07	31.17	2.6	2018-04-01	Originator
W27142	0000000183	Reckitt Benckiser Pharmaceuticals (Pty) Ltd	897984006	M01AE	S1	Nurofen Period Pain	Codeine Phosphate										
W27142	0000000183	Reckitt Benckiser Pharmaceuticals (Pty) Ltd	897984006	M01AE	S1	Nurofen Period Pain	Lidocaine										
W27142	0000000183	Reckitt Benckiser Pharmaceuticals (Pty) Ltd	897984006	M01AE	S1	Nurofen Period Pain	Tribromometacresol										
W27142	0000000183	Reckitt Benckiser Pharmaceuticals (Pty) Ltd	897984006	M01AE	S1	Nurofen Period Pain	Pseudoephedrine										
W27142	0000000183	Reckitt Benckiser Pharmaceuticals (Pty) Ltd	897984006	M01AE	S1	Nurofen Period Pain	Lidocaine Hydrochloride										
W27142	0000000183	Reckitt Benckiser Pharmaceuticals (Pty) Ltd	897984006	M01AE	S1	Nurofen Period Pain	Amylmetacresol										
W27142	0000000183	Reckitt Benckiser Pharmaceuticals (Pty) Ltd	897984006	M01AE	S1	Nurofen Period Pain	Pseudoephedrine										
W27142	0000000183	Reckitt Benckiser Pharmaceuticals (Pty) Ltd	897984006	M01AE	S2	Nurofen Period Pain	Ibuprofen 										
4380830	0000000540	Resmed Healthcare	722806001	B01AC	S2	Soluspirin CV	Aspirin	100 mg TAB	30	1	22.37	3.36	3.86	29.59	0.99		Generic
4380830	0000000561	Roche Products (Pty) Ltd	700029001	R02AD	S1	Aaa Throat Spray 	Benzocaine	1.5 mg/dose SPR	1		35.75	3.73	5.92	45.4		2018-04-01	Originator
4380830	0000000561	Roche Products (Pty) Ltd	700029001	R02AD	S1	Aaa Throat Spray 	Cetalkonium										
305720346	0000000561	Roche Products (Pty) Ltd	701453001	A04AA	S4	Kytril Oral 	Granisetron	2 mg TAB	5	1	801.34	83.94	132.79	1018.08	203.62		Originator
35340057	0000000561	Roche Products (Pty) Ltd	702819002	L04AA	S4	Cellcept Os	Mycophenolate Mofetil	200 mg/1ml SUS	175	1	2195.19	217.1	361.84	2774.13	15.85	2018-04-01	Originator
33340107	0000000561	Roche Products (Pty) Ltd	703556001	L04AA	S4	Cellcept Iv 	Mycophenolate Mofetil	500 mg INJ	84	4	855.06	69.33	138.66	1063.06	3.16		Originator
33830005	0000000561	Roche Products (Pty) Ltd	703741004	B03XA	S4	Recormon 10000 Penfill	Erythropoietin	10000 iu INJ	1		730.21	113.69	126.59	970.49		2018-04-01	Originator
33830006	0000000561	Roche Products (Pty) Ltd	703744003	B03XA	S4	Recormon 20000 Penfill	Erythropoietin	20000 iu INJ	1		1568.48	244.23	271.91	2084.61		2018-04-01	Originator
3720280296	0000000561	Roche Products (Pty) Ltd	703908001	J05AB	S4	Valcyte	Valganciclovir	450 mg TAB	60	1	22022.76	1982.05	3600.72	27605.52	460.09		Originator
3820280181	0000000561	Roche Products (Pty) Ltd	704195001	J05AB	S4	Copegus	Ribavirin	200 mg TAB	42	1	291.93	21.98	47.09	361	8.6	2018-04-01	Originator
38260179	0000000561	Roche Products (Pty) Ltd	704196001	L03AB	S4	Pegasys	Interferon Alfa-2a	135 mcg INJ	0.5	1	2951.65	222.16	476.07	3649.89	7299.77		Originator
38260180	0000000561	Roche Products (Pty) Ltd	704197001	L03AB	S4	Pegasys	Interferon Alfa-2a	180 mcg INJ	0.5	1	3368.48	253.54	543.3	4165.32	8330.64	2018-04-01	Originator
37830569	0000000561	Roche Products (Pty) Ltd	704630001	B03XA	S4	Recormon Pre-Filled	Erythropoietin	6000 iu PFS	0.3	6	2055.26	307.09	354.35	2716.7	1509.28	2018-04-01	Originator
37830568	0000000561	Roche Products (Pty) Ltd	704631001	B03XA	S4	Recormon Pre-Filled	Erythropoietin	4000 iu PFS	0.3	6	1399.08	209.07	241.22	1849.36	1027.42		Originator
A38830499	0000000561	Roche Products (Pty) Ltd	704632001	B03XA	S4	Recormon Pre-Filled	Erythropoietin	500 iu PFS	0.3	6	182.48	27.27	31.46	241.21	134.01	2018-04-01	Originator
37830567	0000000561	Roche Products (Pty) Ltd	704772001	B03XA	S4	Recormon Pre-Filled	Erythropoietin	2000 iu PFS	0.3	6	699.54	104.53	120.61	924.68	513.71		Originator
A38830500	0000000561	Roche Products (Pty) Ltd	705261001	B03XA	S4	Recormon Pre-Filled	Erythropoietin	10000 iu PFS	0.3	6	3862.67	577.18	665.98	5105.82	2836.57	2018-04-01	Originator
A4020280578	0000000561	Roche Products (Pty) Ltd	705728001	J05AH	S4	Tamiflu	Oseltamivir	75 mg CAP	10	1	294.28	32.7	49.05	376.02	37.6	2018-04-01	Originator
39830105	0000000561	Roche Products (Pty) Ltd	705751001	B03XA	S4	Recormon Pre-Filled	Erythropoietin	30000 iu PFS	0.3	4	10224.29	1011.2	1685.32	12920.81	10767.34		Originator
A4020280579	0000000561	Roche Products (Pty) Ltd	705808001	J05AH	S4	Tamiflu	Oseltamivir	12 mg/ml SYR	100	1	294.28	32.7	49.05	376.02	3.76	2018-04-01	Originator
A39260315	0000000561	Roche Products (Pty) Ltd	706041002	L01XC	S4	Avastin 400Mg 16Ml	Bevacizumab	100 mg/4ml INF	16	1	14478.09	1100.34	2336.76	17915.19	1119.7		Originator
A39260314	0000000561	Roche Products (Pty) Ltd	706042002	L01XC	S4	Avastin 100Mg 4Ml	Bevacizumab	100 mg/4ml INF	4	1	3619.52	275.08	584.19	4478.8	1119.7	2018-04-01	Originator
F202191	0000000561	Roche Products (Pty) Ltd	706418018	J01EE	S4	Bactrim 5Mlivv 	Sulfamethoxazole	400 mg/5ml INF	5	1	253.69	26.58	42.04	322.31	64.46	2018-04-01	Originator
F202191	0000000561	Roche Products (Pty) Ltd	706418018	J01EE	S4	Bactrim 5Mlivv 	Trimethoprim										
B202111	0000000561	Roche Products (Pty) Ltd	706434005	J01EE	S4	Bactrim Adult	Sulfamethoxazole	400 mg TAB	20	1	71.78	10.23	12.3	94.31	4.72	2018-04-01	Originator
B202111	0000000561	Roche Products (Pty) Ltd	706434005	J01EE	S4	Bactrim Adult	Trimethoprim										
F202191	0000000561	Roche Products (Pty) Ltd	706434013	J01EE	S4	Bactrim Adult	Sulfamethoxazole	400 mg TAB	100	1	192.11	27.38	32.92	252.41	2.52	2018-04-01	Originator
F202191	0000000561	Roche Products (Pty) Ltd	706434013	J01EE	S4	Bactrim Adult	Trimethoprim										
L20264	0000000561	Roche Products (Pty) Ltd	706442008	J01EE	S4	Bactrim Ds	Sulfamethoxazole	800 mg TAB	10	1	76.63	10.93	13.13	100.69	10.07		Originator
L20264	0000000561	Roche Products (Pty) Ltd	706442008	J01EE	S4	Bactrim Ds	Trimethoprim										
L20264	0000000561	Roche Products (Pty) Ltd	706442016	J01EE	S4	Bactrim Ds	Sulfamethoxazole	800 mg TAB	100	1	440.53	62.79	75.5	578.82	5.79		Originator
L20264	0000000561	Roche Products (Pty) Ltd	706442016	J01EE	S4	Bactrim Ds	Trimethoprim										
A38320562	0000000561	Roche Products (Pty) Ltd	707113001	M05BA	S4	Bondranat	Ibandronic Acid	50 mg TAB	28	1	3199.55	224.8	513.65	3938	140.64	2018-04-01	Originator
A39340230	0000000561	Roche Products (Pty) Ltd	707162001	L04AA	S4	Cellcept	Mycophenolate Mofetil	500 mg TAB	50	1	1577.8	165.26	261.46	2004.52	40.09		Originator
A34320381	0000000561	Roche Products (Pty) Ltd	710463001	M05BA	S4	Bondronat	Ibandronic Acid	6 mg/6ml INJ	6	1	3106.36	218.25	498.69	3823.31	637.22	2018-04-01	Originator
42830480	0000000561	Roche Products (Pty) Ltd	712562001	B03XA	S4	MirceraÂ®	Methoxy Polyethylene Glycol-epoetin Beta	50 mcg/0.3ml PFS	0.3	1	923.36	129.27	157.89	1210.53	4035.09		Originator
42830481	0000000561	Roche Products (Pty) Ltd	712563001	B03XA	S4	MirceraÂ®	Methoxy Polyethylene Glycol-epoetin Beta	75 mcg/0.3ml PFS	0.3	1	1385.04	193.91	236.84	1815.79	6052.63	2018-04-01	Originator
42830482	0000000561	Roche Products (Pty) Ltd	712564001	B03XA	S4	MirceraÂ®	Methoxy Polyethylene Glycol-epoetin Beta	100 mcg/0.3ml PFS	0.3	1	1461.99	204.68	250	1916.67	6388.89	2018-04-01	Originator
42830483	0000000561	Roche Products (Pty) Ltd	712565001	B03XA	S4	MirceraÂ®	Methoxy Polyethylene Glycol-epoetin Beta	150 mcg/0.3ml PFS	0.3	1	2770.08	387.82	473.68	3631.58	12105.26		Originator
42830484	0000000561	Roche Products (Pty) Ltd	712567001	B03XA	S4	Mircera 200 Âµg/0,3 Ml	Methoxy Polyethylene Glycol-epoetin Beta	200 mcg/0.3ml INJ	0.3	1	2923.98	409.36	500	3833.33	12777.77	2018-04-01	Originator
42830485	0000000561	Roche Products (Pty) Ltd	712568001	B03XA	S4	Mircera 250 Âµg/0,3 Ml	Methoxy Polyethylene Glycol-epoetin Beta	250 mcg/0.3ml INJ	0.3	1	3077.87	430.9	526.32	4035.09	13450.29		Originator
A20260359	0000000561	Roche Products (Pty) Ltd	712628001	L01XE	S4	TarcevaÂ® 	Erlotinib Hcl	25 mg TAB	30	1	5672.21	459.45	919.75	7051.41	235.05	2018-04-01	Originator
A20260360	0000000561	Roche Products (Pty) Ltd	712633001	L01XE	S4	TarcevaÂ® 	Erlotinib Hcl	100 mg TAB	30	1	18146.08	1469.83	2942.39	22558.3	751.94	2018-04-01	Originator
A20260361	0000000561	Roche Products (Pty) Ltd	712634001	L01XE	S4	TarcevaÂ® 	Erlotinib Hcl	150 mg TAB	30	1	21270.78	1722.93	3449.06	26442.77	881.43		Originator
433010944	0000000561	Roche Products (Pty) Ltd	715813001	LO4AC	S4	Actemra 80	Tocilizumab	80 mg/4ml INF	4	1	993.36	23.2	152.48	1169.04	292.26	2018-04-01	Originator
433010945	0000000561	Roche Products (Pty) Ltd	715814001	LO4AC	S4	Actemra 200	Tocilizumab	200 mg/10ml INF	10	1	2388.9	152.49	381.21	2922.6	292.26		Originator
433010946	0000000561	Roche Products (Pty) Ltd	715815001	LO4AC	S4	Actemra 400	Tocilizumab	400 mg/20ml INF	20	1	4777.81	304.96	762.42	5845.19	292.26	2018-04-01	Originator
29220492	0000000561	Roche Products (Pty) Ltd	716102001	B02BA	S1	Konakion Mm Paediatric	Phytomenadione	2 mg/0.2ml INJ	0.2	5	61.36	6.43	10.17	77.96	77.96	2018-04-01	Originator
4220281021	0000000561	Roche Products (Pty) Ltd	716751001	J05AH	S4	Tamiflu 45 Mg	Oseltamivir	45 mg CAP	10	1	279.58	31.06	46.59	357.23	35.72		Originator
4220281020	0000000561	Roche Products (Pty) Ltd	716752001	J05AH	S4	Tamiflu 30 Mg	Oseltamivir	30 mg CAP	10	1	147.14	16.34	24.52	188	18.8	2018-04-01	Originator
43830941	0000000561	Roche Products (Pty) Ltd	717044001	BO3XA	S4	Mircera 30 ?g/ 0.3Ml	Methoxy Polythylene Glycol-epoetin Beta	30 ?g INJ	0.3	1	554.01	77.56	94.74	726.31	2421.05		Originator
43830942	0000000561	Roche Products (Pty) Ltd	717045001	BO3XA	S4	Mircera 120 ?g/ 0.3Ml	Methoxy Polythylene Glycol-epoetin Beta	120 ?g INJ	0.3	1	2216.07	310.25	378.95	2905.26	9684.21	2018-04-01	Originator
43830943	0000000561	Roche Products (Pty) Ltd	717046001	BO3XA	S4	Mircera 360 ?g/ 0.6Ml	Methoxy Polythylene Glycol-epoetin Beta	360 ?g INJ	0.6	1	4232.07	592.49	723.68	5548.25	9247.08	2018-04-01	Originator
R201146	0000000561	Roche Products (Pty) Ltd	717548001	J01DD	S4	Rocephin 1G 	Ceftriaxone	1 g INJ	3.5	143	10444.91	1094.01	1730.84	13269.76	26.51		Originator
4320280433	0000000561	Roche Products (Pty) Ltd	719358001	J05AB	S4	Valcyte 50mg/ml	Valganciclovir Hydrochloride	50 mg/ml POW	100	1	3853.99	346.86	630.13	4830.98	48.31	2018-04-01	Originator
41320526	0000000561	Roche Products (Pty) Ltd	719931001	M05BA	S4	Boniva 3mg/3ml	Ibandronate Monosodium	1 mg/ml PFS	3	1	841.82	30.53	130.85	1003.2	334.4		Originator
4732160247	0000000561	Roche Products (Pty) Ltd	720736001	L01XE	S4	Zelboraf	Vemurafenib	240 mg FCT	56	1	20146.08	402.92	3082.35	23631.35	421.99	2018-04-01	Originator
R22123	0000000561	Roche Products (Pty) Ltd	721115020	N05CD	S5	Dormicum 	Midazolam	15 mg TAB	20	1	129.49	18.46	22.19	170.14	8.51	2018-04-01	Originator
Q22286	0000000561	Roche Products (Pty) Ltd	721123007	N05CD	S5	Dormicum 	Midazolam	15 mg/3ml INJ	3	5	149.47	15.65	24.77	189.9	12.66		Originator
Q22286	0000000561	Roche Products (Pty) Ltd	721123008	N05CD	S5	Dormicum	Midazolam	15 mg/3ml INJ	3	50	1476.09	154.61	244.61	1875.31	12.5	2018-04-01	Originator
41320527	0000000561	Roche Products (Pty) Ltd	721721001	MO5BA	S4	Boniva 150mg	Ibandronic Acid	150 mg TAB	1	1	206.54	12.48	32.85	251.88	251.88		Originator
4832160658	0000000561	Roche Products (Pty) Ltd	722592001	L01XX	S4	ERIVEDGE	Vismodegib	150 mg CAP	28	1	62411.25	1248.22	9548.92	73208.39	2614.59	2018-04-01	Originator
48261244	0000000561	Roche Products (Pty) Ltd	723199001	L01XC	S4	Herceptin SC 600mg	Trastuzumab	600 mg/5ml INJ	5	1	15937.95	596.91	2480.23	19015.09	3803.02	2018-04-01	Originator
493010398	0000000561	Roche Products (Pty) Ltd	723506001	L04AC	S4	Actemra SC	Tocilizumab	162 mg/0.9ml PFS	0.9	4	7990.24	359.56	1252.47	9602.27	2667.3		Originator
493010398	0000000561	Roche Products (Pty) Ltd	724858016	A10BB	S3	Euglucon 	Glibenclamide	5 mg TAB	100	1	292.79	41.73	50.18	384.71	3.85	2018-04-01	Originator
K202668	0000000561	Roche Products (Pty) Ltd	725560003	P01BD	S4	Fansidar 	Pyrimethamine	25 mg TAB	12	1	209.04	29.79	35.82	274.65	22.89		Originator
K202668	0000000561	Roche Products (Pty) Ltd	725560003	P01BD	S4	Fansidar 	Sulfadoxine										
K202668	0000000561	Roche Products (Pty) Ltd	731153006	R05DA	S2	Histalix 	Codeine	9 mg/5ml SYR	100	1	19.07	1.99	3.16	24.22	0.24	2018-04-01	Originator
K202668	0000000561	Roche Products (Pty) Ltd	731153006	R05DA	S2	Histalix 	Diphenhydramine										
H2251(Act1011965)	0000000561	Roche Products (Pty) Ltd	735477019	B02BA	S1	Konakion	Phytomenadione	10 mg CHU	10		69.21	7.25	11.47	87.93		2018-04-01	Originator
G2686	0000000561	Roche Products (Pty) Ltd	737933003	N05BA	S5	Lexotan	Bromazepam	3 mg TAB	30	1	82.43	11.75	14.13	108.3	3.61		Originator
G2686	0000000561	Roche Products (Pty) Ltd	737933011	N05BA	S5	Lexotan	Bromazepam	3 mg TAB	90	1	247.32	35.24	42.39	324.95	3.61	2018-04-01	Originator
G2687	0000000561	Roche Products (Pty) Ltd	737941006	N05BA	S5	Lexotan	Bromazepam	6 mg TAB	30	1	144.4	20.58	24.75	189.73	6.32	2018-04-01	Originator
G2687	0000000561	Roche Products (Pty) Ltd	737941014	N05BA	S5	Lexotan	Bromazepam	6 mg TAB	90	1	433.19	61.75	74.24	569.18	6.32		Originator
P541150	0000000561	Roche Products (Pty) Ltd	739928007	N04BA	S4	Madopar	Benserazide	50 mg TAB	100	1	578.19	90.03	100.23	768.44	7.68	2018-04-01	Originator
P541150	0000000561	Roche Products (Pty) Ltd	739928007	N04BA	S4	Madopar	Levodopa										
F25187	0000000561	Roche Products (Pty) Ltd	761060006	N03AE	S5	Rivotril 1mg/ml	Clonazepam	1 mg/ml INJ	1	5	187.61	19.65	31.09	238.35	47.67	2018-04-01	Originator
F25189	0000000561	Roche Products (Pty) Ltd	761079009	N03AE	S5	Rivotril 	Clonazepam	0.5 mg TAB	90	1	129.32	13.54	21.43	164.29	1.83	2018-04-01	Originator
F25189	0000000561	Roche Products (Pty) Ltd	761079010	N03AE	S5	Rivotril	Clonazepam	0.5 mg TAB	100	1	145.49	15.24	24.11	184.85	1.85		Originator
F25190	0000000561	Roche Products (Pty) Ltd	761087001	N03AE	S5	Rivotril 	Clonazepam	2 mg TAB	90	1	297.03	31.11	49.22	377.36	4.19	2018-04-01	Originator
F25190	0000000561	Roche Products (Pty) Ltd	761087002	N03AE	S5	Rivotril	Clonazepam	2 mg TAB	100	1	334.2	35	55.38	424.58	4.25		Originator
R1342118	0000000561	Roche Products (Pty) Ltd	761125019	D10BA	S5	Roaccutane 10mg Capsules	Isotretinoin	10 mg CAP	60	1	382.35	54.49	65.53	502.36	8.37	2018-04-01	Originator
R1342118	0000000561	Roche Products (Pty) Ltd	761125020	D10BA	S5	Roaccutane 10mg Capsules	Isotretinoin	10 mg CAP	30	1	191.17	27.25	32.76	251.18	8.37	2018-04-01	Originator
R1342119	0000000561	Roche Products (Pty) Ltd	761133003	D10BA	S5	Roaccutane	Isotretinoin	20 mg CAP	60	1	695.49	99.12	119.19	913.81	15.23		Originator
M221484	0000000561	Roche Products (Pty) Ltd	761249001	A11CC	S4	Rocaltrol 	Calcitriol	0.25 mg CAP	30	1	237.48	33.84	40.7	312.02	10.4	2018-04-01	Originator
R201144	0000000561	Roche Products (Pty) Ltd	761257004	J01DD	S4	Rocephin With Diluent 	Ceftriaxone	250 mg INJ	2	1	49.37	5.17	8.18	62.72	31.36		Originator
R201145	0000000561	Roche Products (Pty) Ltd	761265007	J01DD	S4	Rocephin With Diluent 	Ceftriaxone	500 mg INJ	2	1	81.49	8.54	13.5	103.53	51.77	2018-04-01	Originator
R201146	0000000561	Roche Products (Pty) Ltd	761273018	J01DD	S4	Rocephin With Diluent 	Ceftriaxone	1 g INJ	3.5	1	83.53	8.74	13.84	106.11	30.32	2018-04-01	Originator
R201147	0000000561	Roche Products (Pty) Ltd	761281002	J01DD	S4	Rocephin 	Ceftriaxone	2 g INJ	40	1	167.05	17.5	27.68	212.24	5.31		Originator
R201147	0000000561	Roche Products (Pty) Ltd	772526001	J01EE	S4	Triprim 200 	Trimethoprim	200 mg TAB	20	1	71.27	10.16	12.21	93.64	4.68	2018-04-01	Originator
R201147	0000000561	Roche Products (Pty) Ltd	772526028	J01EE	S4	Triprim 	Trimethoprim	200 mg TAB	100	1	356.37	50.79	61.07	468.23	4.68		Originator
B261002	0000000561	Roche Products (Pty) Ltd	774464003	N05BA	S5	Valium 2 Mg	Diazepam	2 mg TAB	90	1	104.32	14.88	17.88	137.08	1.52	2018-04-01	Originator
B261003	0000000561	Roche Products (Pty) Ltd	774472006	N05BA	S5	Valium 	Diazepam	5 mg TAB	90	1	273.7	39	46.91	359.61	4	2018-04-01	Originator
B261003	0000000561	Roche Products (Pty) Ltd	774472007	N03AE	S5	Valium	Diazepam	5 mg TAB	100	1	307.95	43.89	52.78	404.61	4.05		Originator
B261004	0000000561	Roche Products (Pty) Ltd	774480009	N05BA	S5	Valium 	Diazepam	10 mg TAB	90	1	437.28	62.33	74.94	574.56	6.38	2018-04-01	Originator
B261004	0000000561	Roche Products (Pty) Ltd	774480010	N03AE	S5	Valium	Diazepam	10 mg TAB	100	1	491.99	70.13	84.32	646.43	6.46		Originator
B26995	0000000561	Roche Products (Pty) Ltd	774510005	N05BA	S5	Valium 2Ml	Diazepam	10 mg/2ml INJ	2	5	135.44	14.18	22.44	172.07	17.21	2018-04-01	Originator
V34140	0000000561	Roche Products (Pty) Ltd	779792009	V03AB	S5	Anexate 5Ml 	Flumazenil	0.5 mg/5ml INJ	5	1	279.56	29.29	46.33	355.18	71.04	2018-04-01	Originator
V34141	0000000561	Roche Products (Pty) Ltd	779806018	V03AB	S5	Anexate 10Ml 	Flumazenil	1 mg/10ml INJ	10	1	458.64	48.04	76	582.69	58.27		Originator
V3162	0000000561	Roche Products (Pty) Ltd	780162013	M01AC	S3	Tilcotil 	Tenoxicam	20 mg TAB	30	1	272.53	38.84	46.71	358.08	11.94	2018-04-01	Originator
Y572272	0000000561	Roche Products (Pty) Ltd	787019003	A04AA	S4	Kytril Iv 3Ml	Granisetron	1 mg/ml INJ	3	5	517.88	54.24	85.82	657.94	43.86		Originator
Y22325	0000000561	Roche Products (Pty) Ltd	787973009	N05CD	S5	Dormicum 10Ml	Midazolam	50 mg/10ml INF	10	1	108.71	11.38	18.01	138.1	13.81	2018-04-01	Originator
29120112	0000000561	Roche Products (Pty) Ltd	788775006	N06AG	S5	Aurorix	Moclobemide	150 mg TAB	60	1	297.89	46.38	51.64	395.91	6.6	2018-04-01	Originator
X713246	0000000561	Roche Products (Pty) Ltd	788856006	C07AG	S3	Dilatrend 	Carvedilol	25 mg TAB	30	1	141.57	22.03	24.54	188.15	6.27		Originator
Y71365	0000000561	Roche Products (Pty) Ltd	792748018	C09AA	S3	Inhibace 	Cilazapril	2.5 mg TAB	28	1	93.8	14.61	16.26	124.67	4.45	2018-04-01	Originator
Y71366	0000000561	Roche Products (Pty) Ltd	792756002	C09AA	S3	Inhibace 	Cilazapril	5 mg TAB	28	1	158.75	24.72	27.52	210.99	7.54		Originator
Y2028291	0000000561	Roche Products (Pty) Ltd	793175011	J05AB	S4	Cymevene 	Ganciclovir	500 mg INJ	10	5	2975.04	311.61	493	3779.65	75.59	2018-04-01	Originator
Y2028291	0000000561	Roche Products (Pty) Ltd	793191009	M05BA	S4	Ostac 	Clodronic Acid	400 mg CAP	40	1	470.7	38.08	76.32	585.1	14.63	2018-04-01	Originator
37830567	0000000561	Roche Products (Pty) Ltd	793779006	B03XA	S4	Recormon 2000Iu 	Erythropoietin	2000 u INJ	10		1093.38	170.25	189.54	1453.17			Originator
2820260104	0000000561	Roche Products (Pty) Ltd	797677003	P01BC	S4	Lariam	Mefloquine	250 mg TAB	8	1	147.96	21.09	25.36	194.41	24.3	2018-04-01	Originator
2820260104	0000000561	Roche Products (Pty) Ltd	797677011	P01BC	S4	Lariam 	Mefloquine	250 mg TAB	50	1	924.76	131.81	158.48	1215.05	24.3		Originator
T22207	0000000561	Roche Products (Pty) Ltd	798630019	N05CD	S5	Dormicum 	Midazolam	5 mg/5ml INJ	5	5	98.12	10.28	16.26	124.66	4.99	2018-04-01	Originator
T22207	0000000561	Roche Products (Pty) Ltd	798630020	N05CD	S5	Dormicum 	Midazolam	5 mg/5ml INJ	5	50	981.16	102.76	162.59	1246.51	4.99	2018-04-01	Originator
T22207	0000000561	Roche Products (Pty) Ltd	799335010	M01AE	S2	Naprosyn	Naproxen	500 mg ECT	20		126.04	15.75	21.27	163.06			Originator
27220078	0000000561	Roche Products (Pty) Ltd	804711011	N05CD	S5	Dormicum 	Midazolam	7.5 mg TAB	20	1	93.99	13.39	16.11	123.48	6.17	2018-04-01	Originator
37830566	0000000561	Roche Products (Pty) Ltd	809160005	B03XA	S4	Recormon Vials 	Erythropoietin	1000 iu INJ	10		603.86	94.03	104.68	802.57			Originator
37830566	0000000561	Roche Products (Pty) Ltd	809160006	B03XA	S4	Recormon	Erythropoietin	1000 iu PFS	6		405.53	60.6	69.92	536.04		2018-04-01	Originator
37830568	0000000561	Roche Products (Pty) Ltd	809179008	B03XA	S4	Recormon 5000	Erythropoietin	5000 u INJ	5		1599.01	167.48	264.97	2031.46		2018-04-01	Originator
285720162	0000000561	Roche Products (Pty) Ltd	812374003	A04AA	S4	Kytril Oral 	Granisetron	1 mg TAB	10	1	780.79	81.78	129.39	991.96	99.2		Originator
283040675	0000000561	Roche Products (Pty) Ltd	814679005	R05CB	S3	Pulmozyme 	Dornase Alfa (desoxyribonuclease)	2.5 mg/25ml SLN	2.5	30	7020.31	1093.12	1217.01	9330.45	124.41	2018-04-01	Originator
297130022	0000000561	Roche Products (Pty) Ltd	815055005	C09BA	S3	Inhibace Plus	Cilazapril	5 mg TAB	28	1	165.22	25.73	28.64	219.6	7.84		Originator
297130022	0000000561	Roche Products (Pty) Ltd	815055005	C09BA	S3	Inhibace Plus	Hydrochlorothiazide										
