drug_code,brand_name,ai_group_no,company_name,drug_identification_number
94782,VOLU-FIRM DAY CREAM SUNSCREEN,0544758137,MARY KAY COSMETICS LTD,02460467
94783,ALLERGY RELIEF NASAL SPRAY,0124685001,APOTEX INC,02460475
94784,MAR-CANDESARTAN / HCTZ,0244181001,MARCAN PHARMACEUTICALS INC,02460483
94787,SLOW ÂGE DAILY LOTION,0451521060,VICHY CANADA,02460491
94801,COOLING MENTHOL NASAL SPRAY,0101481001,JUNO OTC INC,02460580
94806,UV DEFENSE,0458790001,SKINCEUTICALS CANADA,02460637
94820,NIVEA MEN PROTECT & CARE FACE LOTION,0442021008,BEIERSDORF CANADA INC,02460726
94822,[F-18]-FLUDEOXYGLUCOSE INJECTION,0152591013,SYLVIA FEDORUK CANADIAN CENTRE FOR NUCLEAR INNOVATION,02460734
94824,GLN-EZETIMIBE,0149164001,GLENMARK PHARMACEUTICALS CANADA INC.,02460750
94826,BAR-HYDROMORPHONE CR,0108698002,BARD PHARMACEUTICALS (1990) INC,02460777
94827,BAR-HYDROMORPHONE CR,0108698018,BARD PHARMACEUTICALS (1990) INC,02460785
94828,BAR-HYDROMORPHONE CR,0108698010,BARD PHARMACEUTICALS (1990) INC,02460793
94829,BAR-HYDROMORPHONE CR,0108698019,BARD PHARMACEUTICALS (1990) INC,02460807
94830,BAR-HYDROMORPHONE CR,0108698011,BARD PHARMACEUTICALS (1990) INC,02460815
94831,BAR-HYDROMORPHONE CR,0108698015,BARD PHARMACEUTICALS (1990) INC,02460823
94832,BAR-HYDROMORPHONE CR,0108698012,BARD PHARMACEUTICALS (1990) INC,02460831
94833,BAR-HYDROMORPHONE CR,0108698013,BARD PHARMACEUTICALS (1990) INC,02460858
94835,SLOW ÂGE DAILY CREAM,0451521013,VICHY CANADA,02460866
94844,SANDOZ ESOMEPRAZOLE,0145162001,SANDOZ CANADA INCORPORATED,02460920
94845,SANDOZ ESOMEPRAZOLE,0145162002,SANDOZ CANADA INCORPORATED,02460939
94848,COMPLETE + CARE & PROTECT (80 MINUTES) WATER / SWEAT RESISTANT LOTION SPF 50+,0552875006,OMBRELLE CANADA,02460963
94849,COMPLETE ADVANCED (80 MINUTES) WATER / SWEAT RESISTANT LOTION SPF 15,0452640002,OMBRELLE CANADA,02460971
94850,COMPLETE LIGHTWEIGHT LOTION SPF 15,0653694003,OMBRELLE CANADA,02460998
94851,COMPLETE ADVANCED (80 MINUTES) WATER / SWEAT RESISTANT LOTION SPF 50+,0552875006,OMBRELLE CANADA,02461005
94852,COMPLETE ADVANCED (80 MINUTES) WATER / SWEAT RESISTANT LOTION SPF 30,0552875007,OMBRELLE CANADA,02461013
94853,COMPLETE SENSITIVE ADVANCED (80 MINUTES) WATER / SWEAT RESISTANT SPF 50+,0552875006,OMBRELLE CANADA,02461021
94854,COMPLETE SENSITIVE ADVANCED (80 MINUTES) WATER / SWEAT RESISTANT SPF 30,0552875007,OMBRELLE CANADA,02461048
94855,KIDS (80 MINUTES) WATER RESISTANT LOTION SPF 30,0657530001,OMBRELLE CANADA,02461056
94856,COMPLETE + CARE & PROTECT (80 MINUTES) WATER / SWEAT RESISTANT LOTION SPF 30,0552875007,OMBRELLE CANADA,02461064
94857,COMPLETE ADVANCED (80 MINUTES) WATER / SWEAT RESISTANT LOTION SPF 45,0552875008,OMBRELLE CANADA,02461072
94861,PMS-EMTRICITABINE-TENOFOVIR,0251568001,PHARMASCIENCE INC,02461110
94862,KETOROLAC TROMETHAMINE INJECTION USP,0121995002,STERIMAX INC,02461129
94863,RESTORAFIBRE CAPLET,0101838007,BAYER INC,02461137
94864,RESTORAFIBRE POWDER SUGAR FREE,0101838009,BAYER INC,02461145
94878,PMS-OLMESARTAN-HCTZ,0252502001,PHARMASCIENCE INC,02461277
94879,PMS-OLMESARTAN-HCTZ,0252502002,PHARMASCIENCE INC,02461285
94880,PMS-OLMESARTAN-HCTZ,0252502003,PHARMASCIENCE INC,02461293
94885,HEAD & SHOULDERS PYRITHIONE ZINC DANDRUFF SHAMPOO 2IN1 DEEP MOISTURE,0108628001,PROCTER & GAMBLE INC,02461358
94886,HEAD & SHOULDERS PYRITHIONE ZINC DANDRUFF SHAMPOO 2IN1 VOLUME BOOST,0108628001,PROCTER & GAMBLE INC,02461366
94894,REVOLADE,0152873004,NOVARTIS PHARMACEUTICALS CANADA INC,02461382
94903,ONDANSETRON INJECTION BP,0131120004,AURO PHARMA INC,02461420
94906,ICY HOT LIDOCAINE PAIN RELIEVING CREAM PLUS MENTHOL,0233049001,SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC,02461447
94908,MINT-KETOROLAC,0121995001,MINT PHARMACEUTICALS INC,02461455
94912,BROAD DEFENSE,0335121006,BIOTHERM CANADA,02461498
94921,BLUE THERAPY MULTI-DEFENDER DRY SKIN,0452640003,BIOTHERM CANADA,02461579
94922,BLUE THERAPY MULTI-DEFENDER NORMAL/COMBINATION SKIN,0335121006,BIOTHERM CANADA,02461587
94924,EFFACLAR DUO (+) SPF 30,0451521024,LABORATOIRES LA ROCHE-POSAY CANADA,02461595
94926,CANDESARTAN,0135220001,JUBILANT GENERICS LIMITED,02461609
94928,CANDESARTAN,0135220002,JUBILANT GENERICS LIMITED,02461617
94929,CANDESARTAN,0135220003,JUBILANT GENERICS LIMITED,02461625
94930,CANDESARTAN,0135220004,JUBILANT GENERICS LIMITED,02461633
94948,LEVOTHYROXINE SODIUM FOR INJECTION,0107794003,AVIR PHARMA INC,02461714
94949,LEVOTHYROXINE SODIUM FOR INJECTION,0107794010,AVIR PHARMA INC,02461722
94964,LINEZOLID INJECTION,0143501003,NEO HEALTH CANADA INC.,02461897
94966,ORENCIA,0151647002,BRISTOL-MYERS SQUIBB CANADA,02461919
94983,STR-DULOXETINE,0152350001,STAR - PHARMA PAN - AMERICA INC,02462095
94984,STR-DULOXETINE,0152350002,STAR - PHARMA PAN - AMERICA INC,02462109
94986,SPF 50 BROAD SPECTRUM KIDS,0552225006,"BU BRANDS, LLC",02462125
94987,SHEER DAILY MOISTURIZER,0451521061,JOHNSON & JOHNSON INC,02462133
94988,OSTEOVISION,0153703003,CENTRE FOR PROBE DEVELOPMENT AND COMMERCIALIZATION,02462141
94989,BIO-FLUCONAZOLE,0122529004,BIOMED PHARMA,02462168
94990,SPF/FPS 50 BROAD SPECTRUM ALCOHOL FREE SUNSCREEN,0552225006,"BU BRANDS, LLC",02462176
94991,SPF/FPS 30 BROAD SPECTRUM ALCOHOL FREE SUNSCREEN,0439981018,"BU BRANDS, LLC",02462184
94997,PANTENE PRO-V HYDRA SCALP CARE PYRITHIONE ZINC DANDRUFF SHAMPOO,0108628001,PROCTER & GAMBLE INC,02462222
94998,BENZOYL PEROXIDE LOTION,0107205001,PHARMASCIENCE INC,02462230
94999,HEAD & SHOULDERS PYRITHIONE ZINC DANDRUFF SHAMPOO DEEP MOISTURE,0108628001,PROCTER & GAMBLE INC,02462249
94995,ONDANSETRON INJECTION USP,0131120004,STERIMAX INC,02462257
95001,"BUCKLEY'S COMPLETE COUGH, COLD & FLU NIGHT",0351461001,THE BUCKLEY'S COMPANY,02462265
95011,FLUDEOXYGLUCOSE (F-18),0152591014,LAWSON HEALTH RESEARCH INSTITUTE,02462354
95018,LIDOCAINE INJECTION BP,0101280004,AURO PHARMA INC,02462427
95019,LIDOCAINE INJECTION BP,0101280001,AURO PHARMA INC,02462435
95020,LIDOCAINE INJECTION BP,0101280004,AURO PHARMA INC,02462443
95021,LIDOCAINE INJECTION BP,0101280001,AURO PHARMA INC,02462451
95022,PORTRAZZA,0158910001,ELI LILLY CANADA INC,02462478
95024,HEAD & SHOULDERS PYRITHIONE ZINC DANDRUFF SHAMPOO VOLUME BOOST,0108628001,PROCTER & GAMBLE INC,02462494
95025,HEAD & SHOULDERS PYRITHIONE ZINC DANDRUFF SHAMPOO TEA TREE,0108628001,PROCTER & GAMBLE INC,02462508
95026,HEAD & SHOULDERS PYRITHIONE ZINC DANDRUFF SHAMPOO 2IN1 TEA TREE,0108628001,PROCTER & GAMBLE INC,02462516
95027,PANTENE PRO-V HYDRA SCALP CARE PYRITHIONE ZINC DANDRUFF SHAMPOO 2IN1,0108628001,PROCTER & GAMBLE INC,02462524
95032,WAYMADE-KETOROLAC TROMETHAMINE,0121995001,WAYMADE PLC,02462567
95035,TOM FORD SOLEIL TINTED MOISTURIZER SPF 30,0327582036,TOM FORD BEAUTY DIST.,02462583
95045,MED-CLINDAMYCIN,0105830002,GENERIC MEDICAL PARTNERS INC,02462656
95046,MED-CLINDAMYCIN,0105830003,GENERIC MEDICAL PARTNERS INC,02462664
95047,SUDAFED SINUS COMPLETE,0312435001,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,02462672
95052,ZEULIDE DEPOT,0116959008,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02462699
95057,GPC-AMITRIPTYLINE,0101524001,GENERIC PARTNERS (CANADA) INC.,02462737
95058,GPC-AMITRIPTYLINE,0101524002,GENERIC PARTNERS (CANADA) INC.,02462745
95059,GPC-AMITRIPTYLINE,0101524003,GENERIC PARTNERS (CANADA) INC.,02462753
95060,GPC-AMITRIPTYLINE,0101524004,GENERIC PARTNERS (CANADA) INC.,02462761
95066,UTROGESTAN,0106327003,BESINS HEALTHCARE S A,02462818
95069,PRZ-DOMPERIDONE,0116957001,PHARMARIS CANADA INC,02462834
95080,HEALING OINTMENT,0148022005,CERAVE CANADA,02462915
95083,CYCLODX,0152591015,CIUSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,02462958
95090,PRV-SILDENAFIL,0136261001,PHARMAPAR INC,02463008
95091,PRV-SILDENAFIL,0136261002,PHARMAPAR INC,02463016
95092,PRV-SILDENAFIL,0136261003,PHARMAPAR INC,02463024
95098,PEMETREXED FOR INJECTION,0150104002,DR REDDYS LABORATORIES LTD,02463083
95099,PEMETREXED FOR INJECTION,0150104001,DR REDDYS LABORATORIES LTD,02463091
95108,HYDRO BOOST WATER GEL LOTION SUNSCREEN SPF 30,0451521061,JOHNSON & JOHNSON INC,02463172
95111,ACNE CLEARING TREATMENT,0107205004,RODAN & FIELDS LLC,02463202
95112,DAILY ACNE WASH,0107205001,RODAN & FIELDS LLC,02463210
95125,BB CREAM,0216790148,ACT COSMETICS AMERICA INC,02463296
95126,MINERAL CONCEALER,0216790148,ACT COSMETICS AMERICA INC,02463318
95127,REJUVENATING FOUNDATION SPF 15,0216790148,ACT COSMETICS AMERICA INC,02463326
95130,DETOX & PROTECT FOUNDATION SPF 15,0216790148,ACT COSMETICS AMERICA INC,02463334
95132,LUMINOUS MOISTURIZING FOUNDATION SPF 15,0216790148,ACT COSMETICS AMERICA INC,02463342
95133,SUNGLOW FOUNDATION SPF 15,0216790148,ACT COSMETICS AMERICA INC,02463377
95138,MATTIFYING EXTREME WEAR FOUNDATION SPF 15,0216790148,ACT COSMETICS AMERICA INC,02463407
95143,MINERAL FOUNDATION,0216790148,ACT COSMETICS AMERICA INC,02463415
95151,TEVA-DABIGATRAN,0152467001,TEVA CANADA LIMITED,02463458
95152,TEVA-DABIGATRAN,0152467003,TEVA CANADA LIMITED,02463466
95155,ILUMA BRIGHTENING HAND CRÈME SPF 15,0335121010,IMAGE INTERNATIONAL MANUFACTURING LLC,02463482
95160,MAXIMUM STRENGTH GOLD BOND MEDICATED ANTI-ITCH CREAM INTENSIVE FORMULA,0259011001,SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC,02463512
95166,BOSENTAN,0145922001,ACTELION PHARMACEUTICALS LTD,02463555
95167,BOSENTAN,0145922002,ACTELION PHARMACEUTICALS LTD,02463563
95177,WAYMADE-NAPROXEN,0109634004,WAYMADE PLC,02463679
95178,WAYMADE-NAPROXEN,0109634003,WAYMADE PLC,02463687
95179,WAYMADE-NAPROXEN SODIUM,0113934001,WAYMADE PLC,02463695
95180,WAYMADE-NAPROXEN SODIUM DS,0113934002,WAYMADE PLC,02463709
95181,JAMP-RANITIDINE,0115150002,JAMP PHARMA CORPORATION,02463717
95182,JAMP-RANITIDINE,0115150001,JAMP PHARMA CORPORATION,02463725
95185,ACCEL-CANDESARTAN,0135220001,ACCEL PHARMA INC,02463741
95191,CINACALCET,0150282001,JUBILANT GENERICS LIMITED,02463814
95192,CINACALCET,0150282002,JUBILANT GENERICS LIMITED,02463822
95193,CINACALCET,0150282003,JUBILANT GENERICS LIMITED,02463830
95205,"BUCKLEY'S COMPLETE COUGH, COLD & FLU DAY",0351264003,THE BUCKLEY'S COMPANY,02463962
95206,LAX-RELIEF,0152488002,PHARMASCIENCE INC,02463970
95211,"CEFEPIME FOR INJECTION, USP",0150504004,QILU PHARMACEUTICAL CO. LTD,02463997
95212,"CEFEPIME FOR INJECTION, USP",0150504005,QILU PHARMACEUTICAL CO. LTD,02464004
95214,TEVA-PERINDOPRIL/INDAPAMIDE,0248401002,TEVA CANADA LIMITED,02464012
95229,CLARILAX,0152488001,PHARMASCIENCE INC,02464136
95230,TEVA-ARIPIPRAZOLE,0152514001,TEVA CANADA LIMITED,02464144
95231,TEVA-ARIPIPRAZOLE,0152514002,TEVA CANADA LIMITED,02464152
95232,TEVA-ARIPIPRAZOLE,0152514006,TEVA CANADA LIMITED,02464160
95235,TEVA-ARIPIPRAZOLE,0152514005,TEVA CANADA LIMITED,02464195
95242,HOT LEMON RELIEF FOR SYMPTOMS OF COLD AND FLU,0411174017,CELLCHEM PHARMACEUTICALS INC.,02464268
95245,ANTIBACTERIAL FOAMING HAND SOAP,0104993016,VI-JON INC,02464292
95248,SPF 50+ KIDS (80 MINUTES) WATER RESISTANT,0552875005,OMBRELLE CANADA,02464322
95249,MAC LIGHTFUL C + CORAL GRASS TINTED CREAM SPF 30 WITH RADIANCE BOOSTER,0419998058,MAKE UP ART COSMETICS DIST MAC,02464330
95251,INJECTABLE NALOXONE HYDROCHLORIDE,0108981001,OMEGA LABORATORIES LTD,02464357
95252,METHOTREXATE INJECTION BP,0107545002,ACCORD HEALTHCARE INC,02464365
95263,SHAMELESS,0335121026,"KENDO HOLDINGS, INC",02464497
95266,TQM ACID CONCENTRATE A1280,0617386307,TQM ENTERPRISES LIMITED,02464527
95267,TQM BICARBONATE CONCENTRATE B38,0104153028,TQM ENTERPRISES LIMITED,02464535
95273,DOCUSATE SODIUM,0104351002,EURO-PHARM INTERNATIONAL CANADA INC,02464608
95279,HEAD & SHOULDERS PYRITHIONE ZINC DANDRUFF CONDITIONER DEEP MOISTURE,0108628013,PROCTER & GAMBLE INC,02464667
95280,HEAD & SHOULDERS PYRITHIONE ZINC DANDRUFF CONDITIONER VOLUME BOOST,0108628013,PROCTER & GAMBLE INC,02464675
95288,MARCELLE SHEER TINT MOISTURIZER HYDRATANT TEINTÉ TRANSLUCIDE SPF 30 FPS,0216932003,GROUPE MARCELLE INC,02464748
95289,AGE CORRECTING FOUNDATION CUSHION,0116791005,AMOREPACIFIC CORPORATION,02464756
95293,HYDROCHLOROTHIAZIDE,0101048002,SOBIO PHARMACEUTICAL CANADA INC.,02464780
95294,HYDROCHLOROTHIAZIDE,0101048001,SOBIO PHARMACEUTICAL CANADA INC.,02464799
95299,OTRIVIN MEDICATED SINUS,0101481001,GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.,02464837
95300,OTRIVIN MEDICATED NO DRIP,0101481001,GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.,02464845
95302,COPPERTONE SUNSCREEN LOTION DEFEND & CARE FACE CLEARZINC + OTHER SUNSCREEN INGREDIENTS,0346162013,BAYER INC,02464853
95309,ADULT HONEY WORKS,0100807003,LIFELAB HEALTH LLC,02464896
95310,KIDS HONEY WORKS,0100807003,LIFELAB HEALTH LLC,02464918
95315,CIPROFLOXACIN INJECTION,0123207007,STERIMAX INC,02464942
95322,APO-EPLERENONE,0152537001,APOTEX INC,02465019
95323,APO-EPLERENONE,0152537002,APOTEX INC,02465027
95330,ALLERGY FORMULA,0102639003,JUNO OTC INC,02465108
95340,LORIS I.V. PRO - PREFILLED APPLICATOR WITH SOLUTION,0213979006,LERNAPHARM (LORIS) INC.,02465191
95341,LORIS I.V. PRO - SWABSTICK,0213979006,LERNAPHARM (LORIS) INC.,02465205
95342,LORIS I.V. PRO - SPONGE,0213979006,LERNAPHARM (LORIS) INC.,02465213
95347,BELBUCA,0142241013,PURDUE PHARMA,02465272
95348,BELBUCA,0142241014,PURDUE PHARMA,02465280
95349,BELBUCA,0142241015,PURDUE PHARMA,02465299
95351,SOOTHE HYDRATION THERAPY,0101361003,BAUSCH & LOMB INC,02465310
95354,DOVE DERMASERIES DRY SKIN RELIEF FACE CREAM,0442021006,UNILEVER CANADA,02465345
95364,CEFAZOLIN FOR INJECTION USP,0109442005,QILU PHARMACEUTICAL CO. LTD,02465469
95365,CEFAZOLIN FOR INJECTION USP,0109442006,QILU PHARMACEUTICAL CO. LTD,02465477
95368,CYANOCOBALAMIN INJECTION USP,0108437002,TELIGENT OU,02465507
95372,TARO-DOCETAXEL,0127884004,TARO PHARMACEUTICALS INC,02465531
95375,TEINT BELLE MINE NATURELLE HEALTHY GLOW FOUNDATION SPF 25 / PA++,0216790103,CHANEL INC,02465566
95384,MINT-BISOPROLOL,0122418001,MINT PHARMACEUTICALS INC,02465612
95385,MINT-BISOPROLOL,0122418002,MINT PHARMACEUTICALS INC,02465620
95387,TARO-DOCETAXEL,0127884004,TARO PHARMACEUTICALS INC,02465647
95388,TARO-DOCETAXEL,0127884004,TARO PHARMACEUTICALS INC,02465655
95397,BRIGHT FUTURE FLUIDE TEINTÉ SOLAIRE,0216790051,S+,02465736
95398,NAT-VALGANCICLOVIR,0147203001,NATCO PHARMA (CANADA) INC,02465744
95403,BEST BLEND FOREVER MAKEUP,0435800006,REVLON CANADA INC,02465795
95404,SANDOZ MYCOPHENOLIC ACID,0150521001,SANDOZ CANADA INCORPORATED,02465809
95405,SANDOZ MYCOPHENOLIC ACID,0150521002,SANDOZ CANADA INCORPORATED,02465817
95406,PIPERACILLIN AND TAZOBACTAM FOR INJECTION,0225919007,FRESENIUS KABI CANADA LTD,02465825
95407,PIPERACILLIN AND TAZOBACTAM FOR INJECTION,0225919008,FRESENIUS KABI CANADA LTD,02465833
95376,ODAN-LEFLUNOMIDE,0140182001,ODAN LABORATORIES LTD,02465868
95377,ODAN-LEFLUNOMIDE,0140182002,ODAN LABORATORIES LTD,02465876
95414,COMPLETE SENSITIVE ADVANCED [80 MINUTES] WATER/SWEAT RESISTANT LOTION SPF 60,0552875006,OMBRELLE CANADA,02465884
95409,CEFTRIAXONE SODIUM FOR INJECTION BP,0117292001,FRESENIUS KABI CANADA LTD,02465892
95410,CEFTRIAXONE SODIUM FOR INJECTION BP,0117292007,FRESENIUS KABI CANADA LTD,02465906
95411,CEFTRIAXONE SODIUM FOR INJECTION BP,0117292006,FRESENIUS KABI CANADA LTD,02465914
95412,CEFTRIAXONE SODIUM FOR INJECTION BP,0117292008,FRESENIUS KABI CANADA LTD,02465922
95416,COMPLETE LIGHTWEIGHT LOTION SPF 45,0653694001,OMBRELLE CANADA,02465930
95420,COMPLETE+ CARE & PROTECT [80 MINUTES] WATER/SWEAT RESISTANT LOTION SPF 60,0552875006,OMBRELLE CANADA,02465965
95428,TRANEXAMIC ACID INJECTION,0114760002,AURO PHARMA INC,02466015
95434,ESCITALOPRAM,0150435002,JUBILANT GENERICS LIMITED,02466058
95435,ESCITALOPRAM,0150435004,JUBILANT GENERICS LIMITED,02466066
95447,PMS-PROPAFENONE,0116258001,PHARMASCIENCE INC,02466155
95448,PMS-PROPAFENONE,0116258002,PHARMASCIENCE INC,02466163
95454,RYDAPT,0159270001,NOVARTIS PHARMACEUTICALS CANADA INC,02466236
95461,SANDOZ OXCARBAZEPINE,0140461001,SANDOZ CANADA INCORPORATED,02466295
95462,SANDOZ OXCARBAZEPINE,0140461002,SANDOZ CANADA INCORPORATED,02466309
95463,SANDOZ OXCARBAZEPINE,0140461003,SANDOZ CANADA INCORPORATED,02466317
95484,MAC SKIN ESSENTIALS SPF 40 FOUNDATION,0327220046,MAKE UP ART COSMETICS DIST MAC,02466481
95490,AQUAPOWER,0335121027,BIOTHERM CANADA,02466562
95495,BENEFIX,0152202006,PFIZER CANADA INC,02466619
95506,BUTTERSTICK,0351586018,KIEHLS CANADA,02466716
95508,REVITALIFT ANTI-WRINKLE + FIRMING DAY CREAM,0335121006,L' OREAL CANADA,02466724
95509,EURO-CYPROHEPTADINE 2MG/5ML,0102134001,EURO-PHARM INTERNATIONAL CANADA INC,02466732
95510,EURO-CYPROHEPTADINE 4 MG/TABLET,0102134002,EURO-PHARM INTERNATIONAL CANADA INC,02466740
95518,COMPLETE ADVANCED [80 MINUTES] WATER/SWEAT RESISTANT LOTION SPF 60,0552875006,OMBRELLE CANADA,02466813
95525,HUMIRA,0150364002,ABBVIE CORPORATION,02466872
95533,IPG-ZOPICLONE,0122562003,MARCAN PHARMACEUTICALS INC,02466910
95535,FUROSEMIDE INJECTION USP,0101944003,STERIMAX INC,02466945
95537,LAX-A GO,0101506001,PENDOPHARM DIVISION OF PHARMASCIENCE INC,02466961
95541,BORTEZOMIB FOR INJECTION,0150433002,PFIZER CANADA INC,02467003
95542,BORTEZOMIB FOR INJECTION,0150433001,PFIZER CANADA INC,02467011
95543,COPPERTONE SUNSCREEN SPRAY SPF 50 DEFEND & CARE,0544758141,BAYER INC,02467038
95544,COPPERTONE SUNSCREEN LOTION SPF 50 SUN GUARD,0544758022,BAYER INC,02467046
95545,COPPERTONE SUNSCREEN SPRAY SPF 30 SUN GUARD,0424654021,BAYER INC,02467054
95546,COPPERTONE SUNSCREEN SPRAY SPF 50 KIDS,0424654022,BAYER INC,02467062
95547,COPPERTONE SUNSCREEN LOTION SPF 50 + DEFEND & CARE FACE,0451521043,BAYER INC,02467070
95548,COPPERTONE SUNSCREEN LOTION SPF 50+ WATERBABIES,0451521043,BAYER INC,02467089
95549,COPPERTONE SUNSCREEN SPRAY SPF 50 SUN GUARD,0424654022,BAYER INC,02467097
95554,COPPERTONE SUNSCREEN LOTION SPF 50 KIDS,0544758022,BAYER INC,02467143
95555,FLUDEOXYGLUCOSE [F-18] FDG INJECTION,0152591001,THUNDER BAY REGIONAL HEALTH SCIENCES CENTRE,02467151
95556,FLUDEOXYGLUCOSE [F-18] FDG INJECTION,0152591001,THUNDER BAY REGIONAL HEALTH SCIENCES CENTRE,02467178
95563,DOXORUBICIN HYDROCHLORIDE FOR INJECTION USP,0110825003,PANDA PHARMACEUTICALS INC.,02467240
95564,M-ROSUVASTATIN,0148963004,MANTRA PHARMA INC,02467259
95565,M-ROSUVASTATIN,0148963001,MANTRA PHARMA INC,02467267
95566,M-ROSUVASTATIN,0148963002,MANTRA PHARMA INC,02467275
95567,M-ROSUVASTATIN,0148963003,MANTRA PHARMA INC,02467283
95585,FLEBOGAMMA 5%,0106267002,INSTITUTO GRIFOLS S.A.,02467488
95588,FLEBOGAMMA 10%,0106267005,INSTITUTO GRIFOLS S.A.,02467526
95589,CHLORHEXIDINE GLUCONATE ORAL RINSE,0107629007,COLGATE-PALMOLIVE CANADA INC,02467534
95599,ADVIL HEADACHE & MIGRAINE CAPLETS,0108883004,PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC,02467623
95600,ADVIL HEADACHE & MIGRAINE TABLETS,0108883004,PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC,02467631
95601,ADVIL HEADACHE & MIGRAINE EXTRA STRENGTH,0108883002,PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC,02467658
95617,M-CITALOPRAM,0136243001,MANTRA PHARMA INC,02467836
95618,M-CITALOPRAM,0136243002,MANTRA PHARMA INC,02467844
95622,TRESIBA,0159410001,NOVO NORDISK CANADA INC,02467860
95621,AERMONY RESPICLICK,0124685001,TEVA CANADA LIMITED,02467895
95625,AERMONY RESPICLICK,0124685012,TEVA CANADA LIMITED,02467909
95626,AERMONY RESPICLICK,0124685013,TEVA CANADA LIMITED,02467917
95635,NAT-BOSENTAN,0145922001,NATCO PHARMA (CANADA) INC,02467984
95636,NAT-BOSENTAN,0145922002,NATCO PHARMA (CANADA) INC,02467992
95643,HAEGARDA,0152746003,CSL BEHRING CANADA INC,02468069
95644,HAEGARDA,0152746004,CSL BEHRING CANADA INC,02468077
95649,MAR-ZOPICLONE,0122562003,MARCAN PHARMACEUTICALS INC,02468115
95650,PRV-RAMIPRIL,0122858004,PHARMAPAR INC,02468123
95651,PRV-RAMIPRIL,0122858003,PHARMAPAR INC,02468131
95652,PRV-RAMIPRIL,0122858002,PHARMAPAR INC,02468158
95654,DR. RUSSO GOOD MORNING CREAM SPF 30,0351586019,DR RUSSO SKINCARE LTD,02468166
95656,DR. RUSSO DAY MOISTURIZER SPF 30,0439065019,DR RUSSO SKINCARE LTD,02468174
95660,DM COUGH AND COLD LIQUID,0344063001,ARA-AVANTI RX ANALYTICS INC,02468204
95661,COLD LIQUID,0244021002,ARA-AVANTI RX ANALYTICS INC,02468212
95665,APO-EFAVIRENZ-EMTRICITABINE-TENOFOVIR,0352327001,APOTEX INC,02468247
95668,TARO-PHENYTOIN,0101375002,TARO PHARMACEUTICALS INC,02468255
95671,"METHACHOLINE CHLORIDE, USP",0136042001,PANDA PHARMACEUTICALS INC.,02468263
95672,"METHACHOLINE CHLORIDE, USP",0136042004,PANDA PHARMACEUTICALS INC.,02468271
95673,"METHACHOLINE CHLORIDE, USP",0136042005,PANDA PHARMACEUTICALS INC.,02468298
95674,"METHACHOLINE CHLORIDE, USP",0136042002,PANDA PHARMACEUTICALS INC.,02468301
95675,"METHACHOLINE CHLORIDE, USP",0136042007,PANDA PHARMACEUTICALS INC.,02468328
95682,JAMP-ZOPICLONE,0122562003,JAMP PHARMA CORPORATION,02468395
95684,CHILDREN'S ACETAMINOPHEN DYE-FREE,0102009005,PERRIGO INTERNATIONAL,02468417
95687,PANTENE PRO-V HYDRA SCALP CARE PYRITHIONE ZINC DANDRUFF CONDITIONER,0108628013,PROCTER & GAMBLE INC,02468433
95688,PROTECT THE TRUTH BROAD SPECTRUM SPF 50+ SUNSCREEN,0331813030,"KENDO HOLDINGS, INC",02468441
95692,ZOPICLONE,0122562002,ALTAMED PHARMA,02468492
95693,DEXTROSE INJECTION USP,0102181006,PFIZER CANADA INC,02468506
95694,DEXTROSE INJECTION USP,0102181001,PFIZER CANADA INC,02468514
95695,BOSENTAN,0145922001,PANDA PHARMACEUTICALS INC.,02468522
95696,BOSENTAN,0145922002,PANDA PHARMACEUTICALS INC.,02468530
95698,PRZ-SILDENAFIL,0136261003,PHARMARIS CANADA INC,02468557
95754,APO-DABIGATRAN,0152467001,APOTEX INC,02468891
95755,APO-DABIGATRAN,0152467002,APOTEX INC,02468905
95756,APO-DABIGATRAN,0152467003,APOTEX INC,02468913
95758,MELPHALAN FOR INJECTION,0225962001,APOTEX INC,02468921
95759,ACH-OLMESARTAN HCTZ,0252502001,ACCORD HEALTHCARE INC,02468948
95760,ACH-OLMESARTAN HCTZ,0252502002,ACCORD HEALTHCARE INC,02468956
95761,ACH-OLMESARTAN HCTZ,0252502003,ACCORD HEALTHCARE INC,02468964
95779,PANTOPRAZOLE,0133229001,ALTAMED PHARMA,02469138
95781,ZOPICLONE,0122562001,ALTAMED PHARMA,02469154
95783,DIAL COMPLETE FOR THE KITCHEN,0104993016,HENKEL CANADA CORPORATION,02469162
95784,LUPIN-CEPHALEXIN,0105911001,LUPIN PHARMA CANADA LIMITED,02469170
95785,LUPIN-CEPHALEXIN,0105911002,LUPIN PHARMA CANADA LIMITED,02469189
