drug_code,ingredient_name,strength
68809,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),250 MG
68809,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),500 MG
68809,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),750 MG
68809,PYRITHIONE ZINC,0.5 %
68809,ZOLMITRIPTAN,2.5 MG
68809,TRICLOSAN,0.3 %
68809,TRICLOSAN,0.3 %
68809,PHENYLEPHRINE HYDROCHLORIDE,5 MG
68809,ACETAMINOPHEN,325 MG
68809,DEXTROMETHORPHAN HYDROBROMIDE,10 MG
68809,ACETAMINOPHEN,325 MG
68809,DOXYLAMINE SUCCINATE,6.25 MG
68809,DEXTROMETHORPHAN HYDROBROMIDE,15 MG
68812,RIZATRIPTAN (RIZATRIPTAN BENZOATE),10 MG
68812,METFORMIN HYDROCHLORIDE,500 MG
68812,METFORMIN HYDROCHLORIDE,850 MG
68812,HYDROGEN PEROXIDE,7 %
68812,MINERAL OIL,99.9 %
68812,EPINEPHRINE,0.15 MG
68812,EPINEPHRINE,0.3 MG
68817,VALSARTAN,80 MG
68817,HYDROCHLOROTHIAZIDE,12.5 MG
68817,VALSARTAN,160 MG
68817,HYDROCHLOROTHIAZIDE,25 MG
68818,VALSARTAN,320 MG
68818,HYDROCHLOROTHIAZIDE,12.5 MG
68818,VALSARTAN,320 MG
68818,HYDROCHLOROTHIAZIDE,25 MG
68819,NALOXONE HYDROCHLORIDE (NALOXONE HYDROCHLORIDE DIHYDRATE),0.4 MG
68819,TOBRAMYCIN,40 MG
68819,MIDAZOLAM,1 MG
68820,MIDAZOLAM,5 MG
68821,HYDROGEN PEROXIDE,1.0 %
68821,HYDROGEN PEROXIDE,1.0 %
68821,SILDENAFIL (SILDENAFIL CITRATE),25 MG
68822,SILDENAFIL (SILDENAFIL CITRATE),50 MG
68822,SILDENAFIL (SILDENAFIL CITRATE),100 MG
68825,DOBUTAMINE (DOBUTAMINE HYDROCHLORIDE),12.5 MG
68825,ALENDRONIC ACID (ALENDRONATE SODIUM),5 MG
68825,ALENDRONIC ACID (ALENDRONATE SODIUM),10 MG
71733,ALENDRONIC ACID (ALENDRONATE SODIUM),70 MG
71733,GRANISETRON (GRANISETRON HYDROCHLORIDE),1 MG
71733,BENZOYL PEROXIDE,5 %
71737,BENZOYL PEROXIDE,5 %
71768,ELETRIPTAN (ELETRIPTAN HYDROBROMIDE),20 MG
71768,ELETRIPTAN (ELETRIPTAN HYDROBROMIDE),40 MG
71773,DIAZEPAM,10 MG
71773,CANDESARTAN CILEXETIL,4 MG
71775,NITROFURANTOIN,15 MG
71792,BENZOYL PEROXIDE,2.5 %
71792,CETYLPYRIDINIUM CHLORIDE,0.07 %
71793,ZOPICLONE,5 MG
71793,ZOPICLONE,7.5 MG
71793,ACETYLSALICYLIC ACID,325 MG
71796,ACETAMINOPHEN,325 MG
71802,ACETAMINOPHEN,500 MG
71802,IRBESARTAN,300 MG
71802,HYDROCHLOROTHIAZIDE,12.5 MG
71802,ZOLMITRIPTAN,2.5 MG
71802,ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE),2 MG
71803,BENZALKONIUM CHLORIDE,0.13 %
71803,BENZALKONIUM CHLORIDE,0.12 %
71803,PYRITHIONE ZINC,1.5 %
71803,BENZALKONIUM CHLORIDE,0.1 %
71803,BENZALKONIUM CHLORIDE,0.1 %
71810,LANSOPRAZOLE,30 MG
71810,ZOLMITRIPTAN,2.5 MG
71810,AVOBENZONE,3.0 %
71815,OCTOCRYLENE,4.0 %
71815,OCTINOXATE,5.0 %
71815,AVOBENZONE,3.0 %
71815,OCTOCRYLENE,2.8 %
71815,OXYBENZONE,6.0 %
71816,OCTISALATE,5.0 %
71816,HOMOSALATE,15.0 %
71816,TITANIUM DIOXIDE,9 %
71816,OCTINOXATE,3.5 %
71816,AVOBENZONE,3 %
71817,OCTOCRYLENE,10 %
71817,OXYBENZONE,6 %
71817,OCTISALATE,5 %
71817,HOMOSALATE,10 %
71817,THYMOL,0.18 %
71818,CARVACROL,0.02 %
71818,BENZALKONIUM CHLORIDE,2.25 %
71818,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,2.25 %
71818,AVOBENZONE,3.0 %
71818,OCTOCRYLENE,10.0 %
71819,OXYBENZONE,5.0 %
71819,OCTISALATE,5.0 %
71819,HOMOSALATE,10.0 %
71819,AVOBENZONE,3.0 %
71821,OCTOCRYLENE,8.0 %
71821,OXYBENZONE,5.0 %
71821,OCTISALATE,4.0 %
71821,HOMOSALATE,8.0 %
71821,BENZALKONIUM CHLORIDE,2.25 %
71822,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,2.25 %
71822,OXYBENZONE,2.0 %
71822,OCTISALATE,5.0 %
71822,HOMOSALATE,5.0 %
71822,OCTINOXATE,7.5 %
71823,PRAMOXINE HYDROCHLORIDE,0.5 %
71823,AVOBENZONE,3.0 %
71823,OCTOCRYLENE,5.0 %
71823,OXYBENZONE,4.0 %
71823,TRICLOSAN,0.25 %
65402,TRICLOSAN,0.25 %
65403,AVOBENZONE,3 %
65403,OCTOCRYLENE,10 %
65403,OXYBENZONE,6 %
65409,OCTISALATE,5 %
65409,HOMOSALATE,15 %
65409,OXYBENZONE,6.0 %
65409,OCTINOXATE,7.5 %
65424,TITANIUM DIOXIDE,2.19 %
65424,OCTISALATE,3.00 %
65424,AVOBENZONE,3 %
65426,OCTOCRYLENE,10 %
65426,OXYBENZONE,6 %
65426,OCTISALATE,5 %
65453,HOMOSALATE,13 %
65454,AVOBENZONE,3 %
65473,OCTOCRYLENE,7 %
65475,OCTISALATE,5 %
65475,HOMOSALATE,2 %
65475,CITALOPRAM (CITALOPRAM HYDROBROMIDE),10 MG
65478,ZINC OXIDE,1.96 %
65478,TITANIUM DIOXIDE,7.94 %
65478,OCTINOXATE,7 %
65479,OXYBENZONE,6 %
65479,OCTINOXATE,7.5 %
65489,MAGNESIUM OXIDE,3.5 G
65489,SODIUM PICOSULFATE,10 MG
65490,CITRIC ACID,12 G
65490,ONDANSETRON (ONDANSETRON HYDROCHLORIDE),4 MG
65490,ONDANSETRON (ONDANSETRON HYDROCHLORIDE),8 MG
65490,WATER,100 %
65490,BENZALKONIUM CHLORIDE,0.14 %
65490,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,0.14 %
65490,MYCOPHENOLATE MOFETIL,500 MG
65499,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),20 MG
65534,CARVEDILOL,3.125 MG
65534,CARVEDILOL,6.25 MG
65534,CARVEDILOL,12.5 MG
65534,CARVEDILOL,25 MG
65534,AVOBENZONE,2.5 %
65534,OCTOCRYLENE,8 %
65534,OXYBENZONE,3.5 %
65534,BOCEPREVIR,200 MG
65534,CYCLOBENZAPRINE HYDROCHLORIDE,10 MG
65534,SERTRALINE (SERTRALINE HYDROCHLORIDE),25 MG
65534,SERTRALINE (SERTRALINE HYDROCHLORIDE),50 MG
65534,SERTRALINE (SERTRALINE HYDROCHLORIDE),100 MG
65534,TOPIRAMATE,25 MG
65534,TOPIRAMATE,100 MG
65534,TOPIRAMATE,200 MG
65534,AVOBENZONE,3.0 %
65534,OCTOCRYLENE,5.0 %
65534,OXYBENZONE,5.0 %
65535,OCTISALATE,5.0 %
65535,HOMOSALATE,10.0 %
65535,PSEUDOEPHEDRINE HYDROCHLORIDE,15 MG
65535,CHLORPHENIRAMINE MALEATE,1 MG
65535,ACETAMINOPHEN,160 MG
67181,DEXTROMETHORPHAN HYDROBROMIDE,7.5 MG
67181,MYCOPHENOLATE MOFETIL,250 MG
67181,OCTISALATE,3 %
67181,OCTINOXATE,7.5 %
67181,TRICLOSAN,0.3 %
67181,OCTOCRYLENE,0.1 %
67181,OCTINOXATE,7.77 %
67181,OXYBENZONE,6 %
67181,OCTISALATE,5 %
67181,HOMOSALATE,15 %
67181,OCTINOXATE,7.5 %
67181,AVOBENZONE,3.0 %
67181,SODIUM TRIPOLYPHOSPHATE,5 %
67181,THIOPENTAL SODIUM,5 G
67181,MAGNESIUM SULFATE,500 MG
67181,BENZALKONIUM CHLORIDE,10 %
67181,PYRIDOXINE HYDROCHLORIDE,15 MG
67181,ISONIAZID,300 MG
67182,ISONIAZID,100 MG
67199,ISONIAZID,300 MG
67220,BENZALKONIUM CHLORIDE,4.2 %
67225,ALCOHOL ANHYDROUS,2.5 %
67226,BENZALKONIUM CHLORIDE,10 %
67233,CHLORTHALIDONE,100 MG
67233,VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE),136 UNIT
67234,SELENIUM (SODIUM SELENITE),3 MG
67234,ISONIAZID,500 G
67234,ATROPINE METHYLNITRATE,0.25 MG
67270,NEOMYCIN SULFATE,12.5 MG
67270,SULFAGUANIDINE,97.5 MG
67271,SULFACETAMIDE,65 MG
67274,PECTIN,32.5 MG
67274,KAOLIN,195 MG
67274,ALUMINUM HYDROXIDE,65 MG
67274,BENZALKONIUM CHLORIDE,6.25 %
67274,SULFISOXAZOLE,500 MG
67274,SODIUM HYPOCHLORITE,12 %
67274,CYTARABINE,100 MG
67274,CYTARABINE,500 MG
67274,CEPHALEXIN (CEPHALEXIN MONOHYDRATE),250 MG
67274,ACETYLSALICYLIC ACID,325 MG
67274,FLUPHENAZINE HYDROCHLORIDE,2.5 MG
67274,ISONIAZID,10 MG
67274,BENZALKONIUM CHLORIDE,5 %
67274,SULFAMETHOXAZOLE,500 MG
67274,SULFASALAZINE,500 MG
67274,ACETYLSALICYLIC ACID,975 MG
67274,CLOROPHENE,3.37 %
67274,O-PHENYLPHENOL,0.5 %
67274,DIPHENHYDRAMINE HYDROCHLORIDE,25 MG
67274,BENZOCAINE,18 %
67274,TETRACAINE HYDROCHLORIDE,2 %
67274,HYDROCHLOROTHIAZIDE,100 MG
67274,CALCIUM BOROGLUCONATE,23 %
67275,SODIUM HYPOPHOSPHITE,3.43 %
67276,DEXTROSE,25 %
67276,POTASSIUM CHLORIDE,0.2 %
67276,MAGNESIUM CHLORIDE,4.5 %
67278,PHENAZOPYRIDINE HYDROCHLORIDE,200 MG
67278,POTASSIUM CHLORIDE,20 mEq
67284,SULFAMETHAZINE,8.8 MG
67284,NEOMYCIN (NEOMYCIN SULFATE),4.4 MG
67285,SULFATHIAZOLE,26.4 MG
67285,AMITRIPTYLINE HYDROCHLORIDE,75 MG
68826,THEOPHYLLINE,80 MG
68831,HYDROCHLORIC ACID,0.4 %
68833,NONYL PHENOXYPOLY ETHOXY ETHANOL-IODINE,3.5 %
68833,L-ALANINE,1280 MG
68833,METHIONINE,400 MG
68834,TRYPTOPHAN,160 MG
68834,L-THREONINE,520 MG
68835,L-PHENYLALANINE,440 MG
68835,L-LEUCINE,940 MG
68835,L-ISOLEUCINE,720 MG
68842,L-TYROSINE,44 MG
68842,L-PROLINE,860 MG
68842,L-ARGININE,980 MG
68842,SERINE,420 MG
68842,L-LYSINE (L-LYSINE ACETATE),720 MG
68842,GLYCINE,1280 MG
68842,HISTIDINE,300 MG
68842,L-VALINE,800 MG
68842,NICOTINAMIDE,100 MG
68842,THIAMINE HYDROCHLORIDE,100 MG
68842,PYRIDOXINE HYDROCHLORIDE,10 MG
68842,VITAMIN B2 (RIBOFLAVIN 5'-PHOSPHATE SODIUM),10 MG
68842,DEXPANTHENOL,10 MG
68842,VITAMIN B12,100 MCG
68842,VITAMIN B2 (RIBOFLAVIN 5'-PHOSPHATE SODIUM),50 MG
68845,NICOTINIC ACID,100 MG
68845,VITAMIN B12,1 MG
68845,PYRIDOXINE HYDROCHLORIDE,100 MG
68845,HYDROXOCOBALAMIN,1 MG
68845,THIAMINE HYDROCHLORIDE,100 MG
68845,DEXTROSE,50.0 MG
68845,POTASSIUM CHLORIDE,1.49 MG
68845,SODIUM CHLORIDE,2.25 MG
68851,DICYCLOMINE HYDROCHLORIDE,10 MG
68851,DICYCLOMINE HYDROCHLORIDE,10 MG
68851,PETROLATUM,15.17 G
68851,MINERAL OIL,2.816 ML
68851,OXAZEPAM,10 MG
68851,OXAZEPAM,15 MG
68851,OXAZEPAM,30 MG
68851,BENZALKONIUM CHLORIDE,7.5 %
68851,ESTERIFIED ESTROGENS,0.3 MG
68851,NONYL PHENOXYPOLY ETHOXY ETHANOL-IODINE,12.4 %
68851,FOLIC ACID,5 MG
68851,EPINEPHRINE,.01 MG
68851,MEPIVACAINE HYDROCHLORIDE,20 MG
68851,PROPRANOLOL HYDROCHLORIDE,40 MG
68851,PROPRANOLOL HYDROCHLORIDE,80 MG
68851,PROPRANOLOL HYDROCHLORIDE,10 MG
68851,GLYCERINE,5 %
68851,NONYL PHENOXYPOLYETHOXYETHANOL-IODINE COMPLEX,10 %
68851,HALOPERIDOL,.5 MG
68851,HALOPERIDOL,1 MG
68851,CARBAMAZEPINE,200 MG
68851,WATER,20 ML
68851,DIMETHYL SULFOXIDE,90 %
68851,SALICYLIC ACID,1.5 MG
68851,MALIC ACID,10 MG
68851,CODEINE PHOSPHATE,15 MG
68851,ACETYLSALICYLIC ACID,375 MG
68858,CAFFEINE (CAFFEINE CITRATE),30 MG
68858,GLYBURIDE,5 MG
68858,NIFEDIPINE,5 MG
68858,NIFEDIPINE,10 MG
68858,ATRACURIUM BESYLATE,10 MG
68858,CLOROPHENE,1.7 %
68858,O-PHENYLPHENOL,3.4 %
68865,PROPOFOL,10 MG
68865,BROMOCRIPTINE (BROMOCRIPTINE MESYLATE),5 MG
68865,DIDECYL DIMETHYL AMMONIUM CHLORIDE,3.906 %
68865,BENZALKONIUM CHLORIDE,8.68 %
68865,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,2.604 %
68865,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,6.51 %
68865,ALCOHOL ANHYDROUS,18.5 %
68865,EDETIC ACID,0.20 %
71314,CHLORHEXIDINE GLUCONATE,0.10 %
71314,ALCOHOL ANHYDROUS,70.5 %
71314,EDETIC ACID,0.20 %
71315,CHLORHEXIDINE GLUCONATE,0.20 %
71316,CEFAZOLIN (CEFAZOLIN SODIUM),500 MG
71322,CEFAZOLIN (CEFAZOLIN SODIUM),20 G
71323,IDOXURIDINE,0.1 %
71324,OXYBENZONE,1 %
71332,OCTINOXATE,5.5 %
71345,MINOCYCLINE (MINOCYCLINE HYDROCHLORIDE),50 MG
71359,MINOCYCLINE (MINOCYCLINE HYDROCHLORIDE),100 MG
71359,DEXTROMETHORPHAN HYDROBROMIDE (DEXTROMETHORPHAN POLISTIREX),15 MG
71381,OXYTETRACYCLINE,200 MG
71381,TERAZOSIN (TERAZOSIN HYDROCHLORIDE),1 MG
71381,TERAZOSIN (TERAZOSIN HYDROCHLORIDE),10 MG
71382,CEFACLOR,125 MG
71383,CEFACLOR,250 MG
71383,CEFACLOR,375 MG
71383,LOXAPINE (LOXAPINE SUCCINATE),5 MG
71384,LOXAPINE (LOXAPINE SUCCINATE),10 MG
71384,LOXAPINE (LOXAPINE SUCCINATE),25 MG
71384,LOXAPINE (LOXAPINE SUCCINATE),50 MG
71385,CEFACLOR,250 MG
71385,CEFACLOR,500 MG
71386,MITOMYCIN,5 MG
71386,DIDECYL DIMETHYL AMMONIUM CHLORIDE,15.36 %
71386,DIDECYL DIMETHYL AMMONIUM CHLORIDE,0.99 %
71387,BENZALKONIUM CHLORIDE,2.2 %
71391,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,0.66 %
71415,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,1.65 %
71422,MEFENAMIC ACID,250 MG
71422,ESTRADIOL,24 MG
71422,TRENBOLONE ACETATE,120 MG
71423,PENICILLIN G PROCAINE,300000 UNIT
71423,BETAMETHASONE ACETATE,3 MG
71423,BETAMETHASONE (BETAMETHASONE 21-DISODIUM PHOSPHATE),3 MG
71433,IVERMECTIN,120 MG
71433,CARBAMAZEPINE,200 MG
71433,CARBAMAZEPINE,400 MG
71433,BENZALKONIUM CHLORIDE,5 %
71433,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,5 %
71433,HYDROCORTISONE,10 MG
71433,HYDROCORTISONE ACETATE,1.0 %
71433,BENZOCAINE,10 %
71433,ZINC SULFATE,0.5 %
71433,PINDOLOL,10 MG
71451,PINDOLOL,15 MG
71451,LOPERAMIDE HYDROCHLORIDE,2 MG
71451,ALCOHOL ANHYDROUS,70 %
71451,O-PHENYLPHENOL,0.28 %
71451,BENZALKONIUM CHLORIDE,0.2 %
71451,POTASSIUM PEROXYMONOSULFATE,23 %
71451,CHLORINE (SODIUM DICHLORO-S-TRIAZINETRIONE),3.1 %
65535,SUCRALFATE,1000 MG
65535,CARBAMAZEPINE,200 MG
65535,CARBAMAZEPINE,400 MG
65535,DOMPERIDONE (DOMPERIDONE MALEATE),10 MG
65535,CAMPHOR,30 MG
65535,STANDARDIZED MEADOW FESCUE GRASS POLLEN,100000 UNIT
65535,STANDARDIZED MEADOW FESCUE GRASS POLLEN,10000 UNIT
65535,STANDARDIZED KENTUCKY BLUE/JUNE GRASS POLLEN,10000 UNIT
65535,STANDARDIZED ORCHARD GRASS POLLEN,10000 UNIT
65535,STANDARDIZED REDTOP GRASS POLLEN,10000 UNIT
65535,SWEET VERNAL GRASS,10000 UNIT
65535,STANDARDIZED TIMOTHY GRASS POLLEN,10000 UNIT
65535,STANDARDIZED PERENNIAL RYE GRASS POLLEN,100000 UNIT
65535,STANDARDIZED PERENNIAL RYE GRASS POLLEN,10000 UNIT
65535,NELFINAVIR (NELFINAVIR MESYLATE),50 MG
65535,SOTALOL HYDROCHLORIDE,160 MG
65535,BROMOCRIPTINE (BROMOCRIPTINE MESYLATE),2.5 MG
65535,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,0.12 %
65535,PYRITHIONE ZINC,1 %
65535,AVOBENZONE,3.0 %
65535,OCTOCRYLENE,5.0 %
65535,OXYBENZONE,1.5 %
65535,OCTISALATE,2.0 %
65535,OCTINOXATE,2.5 %
65536,TELMISARTAN,40 MG
65536,TELMISARTAN,80 MG
65536,AMYLMETACRESOL,0.6 MG
65536,DICHLOROBENZYL ALCOHOL,1.2 MG
65536,COAL TAR,0.5 %
65536,ATENOLOL,50 MG
65536,ATENOLOL,100 MG
65536,ATENOLOL,25 MG
65536,AVOBENZONE,3 %
65536,OCTOCRYLENE,6 %
65536,OXYBENZONE,5 %
65536,ENSULIZOLE,3 %
65536,SPINOSAD,90 MG
65536,AVOBENZONE,3 %
65536,OCTOCRYLENE,8 %
65536,OXYBENZONE,5 %
65536,ENSULIZOLE,3 %
65536,RIZATRIPTAN (RIZATRIPTAN BENZOATE),5 MG
65536,RIZATRIPTAN (RIZATRIPTAN BENZOATE),10 MG
65536,PYRITHIONE ZINC,1 %
65536,VALGANCICLOVIR (VALGANCICLOVIR HYDROCHLORIDE),450 MG
65536,CHLOROXYLENOL,0.65 %
65536,VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE),10 G
65536,OXYCODONE HYDROCHLORIDE,30 MG
65536,LANSOPRAZOLE,15 MG
65536,TELMISARTAN,40 MG
65536,TELMISARTAN,80 MG
65536,BENZALKONIUM CHLORIDE,0.14 %
65536,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,0.14 %
65540,BENZALKONIUM CHLORIDE,1.6 %
65544,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,1.6 %
65545,ALCOHOL ANHYDROUS,58.0 %
65549,ALKYL DIMETHYL BENZYL AMMONIUM SACCHARINATE,0.1 %
65549,CANDESARTAN CILEXETIL,8 MG
65554,AVOBENZONE,3 %
65554,OCTINOXATE,4 %
65555,AVOBENZONE,0.75 %
65555,OCTINOXATE,2.0 %
65555,TOPIRAMATE,25 MG
65562,TOPIRAMATE,100 MG
67291,TOPIRAMATE,200 MG
67291,LEVETIRACETAM,250 MG
67294,LEVETIRACETAM,750 MG
67296,TELMISARTAN,80 MG
67296,HYDROCHLOROTHIAZIDE,12.5 MG
67296,TELMISARTAN,80 MG
67296,HYDROCHLOROTHIAZIDE,25 MG
67296,ATORVASTATIN (ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE),10 MG
67296,ATORVASTATIN (ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE),20 MG
67296,ATORVASTATIN (ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE),40 MG
67296,ATORVASTATIN (ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE),80 MG
67296,BENZALKONIUM CHLORIDE,0.1 %
67296,DIPHENHYDRAMINE HYDROCHLORIDE,50 MG
67296,GUAIFENESIN,200 MG
67298,PHENYLEPHRINE HYDROCHLORIDE,5 MG
67298,ACETAMINOPHEN,325 MG
67298,DEXTROMETHORPHAN HYDROBROMIDE,15 MG
67298,PHENYLEPHRINE HYDROCHLORIDE,5 MG
67298,CHLORPHENIRAMINE MALEATE,2 MG
67298,ACETAMINOPHEN,325 MG
67344,GUAIFENESIN,200 MG
67344,PHENYLEPHRINE HYDROCHLORIDE,5 MG
67355,ACETAMINOPHEN,325 MG
67355,AVOBENZONE,3.0 %
67355,OCTOCRYLENE,2.75 %
67355,OXYBENZONE,2.0 %
67355,OCTISALATE,5.0 %
67355,HOMOSALATE,10.0 %
67355,CHLORTHALIDONE,12.5 MG
67355,Azilsartan Medoxomil (Azilsartan Medoxomil Potassium),80 MG
67355,AVOBENZONE,2.0 %
67355,OCTOCRYLENE,1.85 %
67355,OCTISALATE,5.0 %
67355,BOSENTAN (BOSENTAN MONOHYDRATE),62.5 MG
67355,AMLODIPINE (AMLODIPINE BESYLATE),2.5 MG
67355,Stiripentol,500 MG
67355,ROSUVASTATIN (ROSUVASTATIN CALCIUM),5 MG
67355,ROSUVASTATIN (ROSUVASTATIN CALCIUM),10 MG
67355,ROSUVASTATIN (ROSUVASTATIN CALCIUM),20 MG
67355,ROSUVASTATIN (ROSUVASTATIN CALCIUM),40 MG
67355,CALCITRIOL,2 MCG
67355,ZOLMITRIPTAN,2.5 MG
67355,MONTELUKAST (MONTELUKAST SODIUM),4 MG
67355,MONTELUKAST (MONTELUKAST SODIUM),5 MG
67355,LACTIC ACID,0.18 %
67355,MONTELUKAST (MONTELUKAST SODIUM),10 MG
67355,FLUVASTATIN (FLUVASTATIN SODIUM),20 MG
67384,FLUVASTATIN (FLUVASTATIN SODIUM),40 MG
67384,DILTIAZEM HYDROCHLORIDE,120 MG
67384,DILTIAZEM HYDROCHLORIDE,180 MG
67384,DILTIAZEM HYDROCHLORIDE,240 MG
67384,OCTOCRYLENE,4.0 %
67400,OXYBENZONE,5.0 %
67400,OCTISALATE,5.0 %
67400,HOMOSALATE,4.0 %
67400,AVOBENZONE,3.0 %
67414,OCTOCRYLENE,4.0 %
67415,OXYBENZONE,5.0 %
67415,OCTISALATE,5.0 %
67415,HOMOSALATE,4.0 %
67416,AMLODIPINE (AMLODIPINE BESYLATE),2.5 MG
68887,AMLODIPINE (AMLODIPINE BESYLATE),5 MG
68887,AMLODIPINE (AMLODIPINE BESYLATE),10 MG
68887,FENOFIBRATE,200 MG
68887,AVOBENZONE,3 %
68887,OCTOCRYLENE,10 %
68887,OXYBENZONE,6 %
68887,OCTISALATE,5 %
68887,HOMOSALATE,10 %
68887,BACLOFEN,10 MG
68887,BACLOFEN,20 MG
68887,RIBAVIRIN,200 MG
68887,PEGINTERFERON ALFA-2B,80 MCG
68887,BOCEPREVIR,200 MG
68887,RIBAVIRIN,200 MG
68887,PEGINTERFERON ALFA-2B,100 MCG
68887,BOCEPREVIR,200 MG
68887,RIBAVIRIN,200 MG
68887,PEGINTERFERON ALFA-2B,120 MCG
68887,BOCEPREVIR,200 MG
68887,RIBAVIRIN,200 MG
68887,PEGINTERFERON ALFA-2B,150 MCG
68887,BOCEPREVIR,200 MG
68887,Telaprevir,375 MG
68887,LEVETIRACETAM,250 MG
68908,LEVETIRACETAM,500 MG
68908,LEVETIRACETAM,750 MG
68913,AVOBENZONE,1.5 %
68913,OCTISALATE,2.0 %
68913,OCTINOXATE,7.5 %
68913,AVOBENZONE,4.0 %
68915,TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID,1.0 %
68916,OCTOCRYLENE,7.0 %
68918,OCTISALATE,5.0 %
68920,DROMETRIZOLE TRISILOXANE,2.5 %
68920,AVOBENZONE,3.5 %
68920,TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID,1.0 %
68921,OCTOCRYLENE,6.5 %
68921,OCTISALATE,5.0 %
68922,DROMETRIZOLE TRISILOXANE,2.5 %
68922,AVOBENZONE,3.0 %
68923,TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID,1.0 %
68923,OCTOCRYLENE,5.5 %
68924,OCTISALATE,5.0 %
68925,DROMETRIZOLE TRISILOXANE,2.5 %
68925,PECTIN,4.4 MG
68925,KAOLIN,194.4 MG
68927,SILDENAFIL (SILDENAFIL CITRATE),25 MG
68927,SILDENAFIL (SILDENAFIL CITRATE),50 MG
68927,SILDENAFIL (SILDENAFIL CITRATE),100 MG
68927,ZINC OXIDE,7.35 %
68927,OCTOCRYLENE,8.00 %
68927,OCTISALATE,5.00 %
68927,LETROZOLE,2.5 MG
68927,SODIUM CHLORIDE,0.9 %
68927,OMEPRAZOLE,20 MG
68927,ALENDRONIC ACID (ALENDRONATE SODIUM TRIHYDRATE),70 MG
68927,TOPIRAMATE,25 MG
68927,TOPIRAMATE,100 MG
68927,HYDROGEN PEROXIDE,3.95 %
68927,TERBINAFINE (TERBINAFINE HYDROCHLORIDE),250 MG
68927,TITANIUM DIOXIDE,0.54 %
68927,OCTINOXATE,5.99 %
68927,AVOBENZONE,3.0 %
68927,OCTOCRYLENE,4.0 %
68927,OXYBENZONE,6.0 %
68927,OCTISALATE,5.0 %
68927,OCTINOXATE,7.5 %
68927,DIDECYL DIMETHYL AMMONIUM CHLORIDE,9.22 %
68927,BENZALKONIUM CHLORIDE,6.14 %
68927,ZINC OXIDE,0.103 %
68927,TITANIUM DIOXIDE,4.42 %
68927,OCTOCRYLENE,8 %
68927,OCTISALATE,4.5 %
68927,OCTINOXATE,7 %
68927,ATORVASTATIN (ATORVASTATIN CALCIUM),10 MG
68927,ATORVASTATIN (ATORVASTATIN CALCIUM),20 MG
68927,ATORVASTATIN (ATORVASTATIN CALCIUM),40 MG
70982,ATORVASTATIN (ATORVASTATIN CALCIUM),80 MG
70982,DIPHENHYDRAMINE HYDROCHLORIDE,25 MG
70983,IRBESARTAN,75 MG
70983,IRBESARTAN,150 MG
70984,IRBESARTAN,300 MG
70984,IRBESARTAN,150 MG
70984,HYDROCHLOROTHIAZIDE,12.5 MG
70985,IRBESARTAN,300 MG
70985,HYDROCHLOROTHIAZIDE,12.5 MG
70985,IRBESARTAN,300 MG
70986,HYDROCHLOROTHIAZIDE,25 MG
70986,OLANZAPINE,2.5 MG
70986,OLANZAPINE,5.0 MG
70987,OLANZAPINE,7.5 MG
70987,OLANZAPINE,10.0 MG
70987,OLANZAPINE,15.0 MG
70988,AVOBENZONE,3.0 %
70988,OCTOCRYLENE,3.0 %
70989,OCTISALATE,5.0 %
70989,TELMISARTAN,80 MG
70990,HYDROCHLOROTHIAZIDE,12.5 MG
70991,TELMISARTAN,80 MG
70991,HYDROCHLOROTHIAZIDE,25 MG
70991,AVOBENZONE,2 %
70999,NICOTINAMIDE,100 MG
70999,MAGNESIUM SULFATE,500 MG
70999,OXTRIPHYLLINE,100 MG
71009,PROPRANOLOL HYDROCHLORIDE,120 MG
71009,ATROPINE METHYLNITRATE,1.35 MG
71016,NEOMYCIN SULFATE,62.5 MG
71016,SULFAGUANIDINE,486 MG
71016,SULFACETAMIDE,324 MG
